borehole_id,borehole_type,Q_L_per_day,total_surviving_fio_load,concentration_CFU_per_100mL,lat,long
privbh_3633,private,1428.5714285714284,1314740932312.1917,92031865.26185343,-6.1763088,39.2455481
privbh_3634,private,3571.4285714285716,901126375545.2422,25231538.51526678,-6.1742469,39.2474901
privbh_3635,private,2000.0,900522936915.6652,45026146.845783256,-6.1742249,39.2474651
privbh_3636,private,2000.0,1395396545296.3586,69769827.26481792,-6.1755665,39.2457904
privbh_3637,private,2000.0,1313744177598.858,65687208.879942894,-6.1763059,39.2455606
privbh_3638,private,5000.0,361185776169.97754,7223715.523399551,-6.1905507,39.2238604
privbh_3639,private,1000.0,743434343590.571,74343434.3590571,-6.1731683,39.2279888
privbh_364,private,857.1428571428571,76166650379.28165,8886109.210916193,-6.1732265,39.1978497
privbh_3640,private,3000.0,381866952664.42017,12728898.42214734,-6.1728643,39.2277086
privbh_3641,private,3000.0,675974975114.7172,22532499.17049057,-6.172704,39.2279247
privbh_3642,private,5000.0,934196460049.8345,18683929.20099669,-6.1728999,39.228517
privbh_3643,private,142.85714285714286,974328563940.0232,682029994.7580162,-6.172916,39.2287372
privbh_3644,private,5000.0,527685998196.9955,10553719.963939909,-6.1737866,39.2283176
privbh_3645,private,2000.0,446801286779.45105,22340064.338972554,-6.1734516,39.2290133
privbh_3646,private,2000.0,772628771628.3771,38631438.58141886,-6.1728153,39.2293177
privbh_3647,private,1000.0,711173348606.5706,71117334.86065707,-6.1726831,39.2290323
privbh_3648,private,1000.0,1201287325810.666,120128732.58106661,-6.1733658,39.2252805
privbh_3649,private,3000.0,444614832149.03107,14820494.404967701,-6.1730275,39.2247306
privbh_365,private,10000.0,75510612732.43098,755106.1273243099,-6.1714943,39.1985249
privbh_3650,private,1000.0,603890945292.0516,60389094.529205166,-6.1720578,39.2249655
privbh_3651,private,2000.0,611633427709.7609,30581671.385488044,-6.1719735,39.2254399
privbh_3652,private,5000.0,372082321315.7081,7441646.426314163,-6.1730484,39.2263061
privbh_3653,private,3000.0,520522138756.6776,17350737.95855592,-6.1729607,39.2259
privbh_3655,private,3000.0,147297140773.52426,4909904.692450808,-6.1765652,39.2243461
privbh_3656,private,2000.0,1772957491725.0652,88647874.58625326,-6.1764461,39.2267615
privbh_3657,private,428.57142857142856,1294409864358.6912,302028968.3503613,-6.176232,39.2266494
privbh_3658,private,1285.7142857142856,4199013253873.5674,326589919.74572194,-6.1766175,39.2260381
privbh_3659,private,3000.0,746625525269.115,24887517.5089705,-6.1756949,39.2251365
privbh_3660,private,5000.0,148571391870.8128,2971427.8374162563,-6.175998,39.2236758
privbh_3661,private,2000.0,152704148920.53928,7635207.446026964,-6.1755294,39.2239387
privbh_3662,private,1285.7142857142856,1744947420025.7827,135718132.66867203,-6.1744243,39.2231827
privbh_3663,private,5000.0,1952292500552.5718,39045850.01105143,-6.1748345,39.2243344
privbh_3664,private,1000.0,2519885007178.5093,251988500.71785092,-6.1745521,39.224805
privbh_3665,private,1000.0,1513192726076.4253,151319272.60764253,-6.1744174,39.2251301
privbh_3666,private,2000.0,2593182375918.183,129659118.79590917,-6.1741046,39.2251689
privbh_3667,private,2000.0,2538988128101.2793,126949406.40506396,-6.1743028,39.2252623
privbh_3668,private,3000.0,479665744795.88916,15988858.159862971,-6.175409,39.2255429
privbh_3669,private,2000.0,1688743224764.4854,84437161.23822427,-6.174831,39.2257663
privbh_367,private,571.4285714285714,2230789598466.6587,390388179.73166525,-6.1724879,39.1971961
privbh_3670,private,3000.0,1565683353050.1736,52189445.101672456,-6.1743156,39.2262215
privbh_3671,private,2000.0,450380010014.32117,22519000.500716057,-6.1727483,39.2258509
privbh_3672,private,5000.0,377223623493.7607,7544472.469875214,-6.1736157,39.2263336
privbh_3675,private,2000.0,438417045006.70514,21920852.250335258,-6.0983689,39.2656314
privbh_3676,private,2000.0,208651065283.70938,10432553.26418547,-6.0993207,39.2666153
privbh_368,private,285.7142857142857,5530332394539.831,1935616338.0889409,-6.1697846,39.1959292
privbh_3681,private,857.1428571428571,460735529213.0731,53752478.408191875,-6.1952017,39.223479
privbh_3682,private,1142.857142857143,531308993967.88184,46489536.97218966,-6.1948293,39.2236414
privbh_3683,private,857.1428571428571,229377651622.35867,26760726.02260851,-6.196419,39.2254107
privbh_3684,private,5000.0,2563754967167.857,51275099.34335714,-6.1960205,39.22499
privbh_3685,private,2000.0,1384752163323.7534,69237608.16618767,-6.1969533,39.2253517
privbh_3686,private,5000.0,1249869032318.3428,24997380.646366857,-6.1968647,39.2266357
privbh_3687,private,2000.0,811642221985.2822,40582111.09926411,-6.1945665,39.2240049
privbh_3688,private,5000.0,1328051964794.023,26561039.29588046,-6.1962556,39.2241218
privbh_3689,private,3000.0,933202571889.2,31106752.396306664,-6.1950336,39.2254943
privbh_369,private,15000.0,522725411523.0456,3484836.076820304,-6.1728763,39.1965293
privbh_3690,private,142.85714285714286,1563921656140.7627,1094745159.298534,-6.1975107,39.2268429
privbh_3691,private,5000.0,1426427963625.4993,28528559.272509985,-6.1973297,39.227726
privbh_3692,private,857.1428571428571,2460966975783.5215,287112813.8414108,-6.1968672,39.2274827
privbh_3693,private,285.7142857142857,2588767927943.3115,906068774.780159,-6.195996,39.2269877
privbh_3694,private,3000.0,594753919534.0867,19825130.651136223,-6.2007656,39.2299239
privbh_3695,private,2000.0,1029546115141.7817,51477305.757089086,-6.2000945,39.2296951
privbh_3696,private,2000.0,2125435254349.4185,106271762.71747091,-6.1802116,39.2249398
privbh_3697,private,5000.0,1061402714783.6125,21228054.29567225,-6.1805539,39.2252284
privbh_3698,private,7000.0,923635725495.7468,13194796.078510668,-6.1804807,39.2252375
privbh_3699,private,5000.0,816833211441.1495,16336664.228822991,-6.1810108,39.2249474
privbh_3700,private,1285.7142857142856,810057466904.0835,63004469.64809539,-6.1812937,39.2248507
privbh_3701,private,2000.0,681611030423.2225,34080551.521161124,-6.1814645,39.2249442
privbh_3702,private,3000.0,1167600803340.294,38920026.778009795,-6.1814178,39.224603
privbh_3703,private,2000.0,830975750692.5648,41548787.53462824,-6.1814808,39.224716
privbh_3704,private,2000.0,961431289907.1146,48071564.49535573,-6.1819407,39.2245652
privbh_3705,private,3000.0,841191382252.3019,28039712.741743397,-6.1820602,39.2246565
privbh_3706,private,2142.8571428571427,1163554697029.8977,54299219.19472857,-6.1821785,39.2245252
privbh_3707,private,3000.0,592559544668.9158,19751984.822297193,-6.182411,39.2243823
privbh_3708,private,2000.0,1380728306389.262,69036415.3194631,-6.1820442,39.2241871
privbh_3709,private,1714.2857142857142,1691273770015.8362,98657636.58425711,-6.1820253,39.2239922
privbh_371,private,2000.0,148424529288.0619,7421226.464403095,-6.1423901,39.2158186
privbh_3710,private,3000.0,1067889902849.1458,35596330.09497152,-6.1822221,39.2238493
privbh_3711,private,3000.0,1748089903354.4463,58269663.44514821,-6.1812974,39.2238641
privbh_3712,private,2142.857142857143,2131812394552.5388,99484578.4124518,-6.1814888,39.2237595
privbh_3713,private,3000.0,855568493544.9237,28518949.78483079,-6.1810109,39.2236663
privbh_3714,private,1714.2857142857142,1285897273545.4197,75010674.29014948,-6.1810319,39.2239442
privbh_3715,private,857.1428571428571,636953590314.0656,74311252.20330766,-6.1815486,39.2234726
privbh_3716,private,2000.0,1246184661842.7478,62309233.09213738,-6.1812294,39.2244166
privbh_3717,private,1000.0,1288529951280.7798,128852995.12807798,-6.1809066,39.224515
privbh_3718,private,2000.0,1031879212977.1235,51593960.64885618,-6.1811377,39.2247485
privbh_3719,private,2000.0,371638432963.47595,18581921.648173798,-6.181008,39.225236
privbh_372,private,5000.0,1590100587298.1147,31802011.745962292,-6.1420354,39.215003
privbh_3720,private,2000.0,1650441538149.1301,82522076.9074565,-6.1809558,39.2242476
privbh_3721,private,3000.0,1129004526878.0635,37633484.22926878,-6.1806249,39.2245572
privbh_3722,private,857.1428571428571,1293190890277.5334,150872270.5323789,-6.1818089,39.2240111
privbh_3723,private,3000.0,152431099812.20068,5081036.660406689,-6.1814305,39.2252346
privbh_3724,private,2000.0,840179823154.4927,42008991.157724634,-6.1806217,39.225475
privbh_3725,private,2000.0,2033220019960.2546,101661000.99801274,-6.1802721,39.2254911
privbh_3726,private,857.1428571428571,2005250985276.986,233945948.28231508,-6.180448,39.2243489
privbh_3727,private,1000.0,1367078848926.3208,136707884.89263207,-6.1799707,39.224104
privbh_3729,private,5000.0,219462379224.58173,4389247.584491635,-6.1979841,39.2397499
privbh_373,private,5000.0,1657735283607.5105,33154705.672150213,-6.1422035,39.2148346
privbh_3730,private,2000.0,145947569442.91144,7297378.472145572,-6.1992927,39.2391589
privbh_3731,private,2000.0,764229494541.4407,38211474.72707204,-6.1997699,39.2386667
privbh_3732,private,2000.0,2782308054303.0903,139115402.7151545,-6.2000544,39.2392777
privbh_3733,private,3000.0,2409000071583.581,80300002.38611937,-6.2011613,39.237905
privbh_3734,private,5000.0,1234904101629.9868,24698082.032599736,-6.2009026,39.2377596
privbh_3735,private,3000.0,3175831234079.8345,105861041.13599448,-6.1993933,39.2376183
privbh_3736,private,2000.0,2191792125796.219,109589606.28981094,-6.1993625,39.2370018
privbh_3737,private,3000.0,1735593205869.6858,57853106.86232285,-6.1987726,39.2369389
privbh_3738,private,2000.0,221208177811.53198,11060408.8905766,-6.1984772,39.2358963
privbh_3739,private,5000.0,876384591137.091,17527691.822741818,-6.1987144,39.2358381
privbh_374,private,2142.8571428571427,861439512525.644,40200510.58453006,-6.1421046,39.2143829
privbh_3740,private,2000.0,962769847388.7113,48138492.36943556,-6.1990177,39.2347868
privbh_3741,private,2000.0,735765538167.6951,36788276.908384755,-6.199855,39.2349833
privbh_3742,private,2000.0,297808778346.0646,14890438.917303229,-6.1969694,39.2347516
privbh_3743,private,3000.0,526509996414.9852,17550333.21383284,-6.1971129,39.2354406
privbh_3744,private,857.1428571428571,446416805497.7835,52081960.64140808,-6.1972022,39.2366944
privbh_3745,private,3000.0,2879944468749.911,95998148.95833036,-6.1974938,39.2369432
privbh_3746,private,2000.0,1557795240359.5312,77889762.01797655,-6.1989572,39.2361705
privbh_3747,private,3000.0,364246098095.827,12141536.603194233,-6.1977516,39.2380379
privbh_3748,private,428.57142857142856,2116424182108.7983,493832309.15871966,-6.1963278,39.2259725
privbh_3749,private,2000.0,1783908307688.4294,89195415.38442147,-6.19656,39.2263228
privbh_375,private,3000.0,839999311755.8517,27999977.058528386,-6.141456,39.216141
privbh_3750,private,142.85714285714286,1977302478023.7515,1384111734.616626,-6.19714,39.2276866
privbh_3751,private,2000.0,2300659492197.094,115032974.60985473,-6.1961208,39.2266269
privbh_3752,private,714.2857142857142,1317627957767.0544,184467914.08738762,-6.2009517,39.2290655
privbh_3753,private,2000.0,1103172599254.6902,55158629.962734506,-6.2001979,39.2297311
privbh_3754,private,714.2857142857142,451112018890.18787,63155682.644626305,-6.1996806,39.229622
privbh_3755,private,428.57142857142856,660289000226.9166,154067433.38628057,-6.1961941,39.2237648
privbh_3756,private,142.85714285714286,1046502975395.5859,732552082.7769101,-6.1958354,39.2244421
privbh_3757,private,714.2857142857142,306485815817.51514,42908014.214452125,-6.195582,39.2256428
privbh_3758,private,571.4285714285714,887196273652.6948,155259347.8892216,-6.1970262,39.2269442
privbh_3759,private,428.57142857142856,1543710635304.4307,360199148.2377005,-6.1974274,39.2274968
privbh_376,private,7000.0,211522492643.9013,3021749.8949128757,-6.1431348,39.2165806
privbh_3760,private,142.85714285714286,375853314782.74023,263097320.34791818,-6.1944239,39.2235547
privbh_3761,private,142.85714285714286,576005943475.8657,403204160.433106,-6.1954194,39.2232807
privbh_3762,private,142.85714285714286,813471364360.6858,569429955.05248,-6.1955572,39.2237719
privbh_3763,private,2000.0,2667526173905.58,133376308.695279,-6.1941356,39.2291398
privbh_3764,private,2000.0,4519060088978.495,225953004.44892472,-6.1939791,39.2299355
privbh_3765,private,2000.0,4899471532914.055,244973576.64570275,-6.1943513,39.2297169
privbh_3766,private,3000.0,737200000855.4689,24573333.36184896,-6.1946371,39.2308025
privbh_3767,private,2000.0,1483610025807.7244,74180501.29038623,-6.1952905,39.230711
privbh_3768,private,2000.0,2130680956891.6494,106534047.84458247,-6.194942,39.2301323
privbh_3769,private,2000.0,532845955804.58545,26642297.790229272,-6.1983342,39.2332813
privbh_377,private,857.1428571428571,1439300505294.5413,167918392.28436315,-6.1423129,39.217104
privbh_3770,private,714.2857142857142,78082971351.52815,10931615.989213942,-6.2007577,39.2329162
privbh_3772,private,857.1428571428571,150010063925.7948,17501174.12467606,-6.2005062,39.2339279
privbh_3773,private,3000.0,75427826228.05399,2514260.874268466,-6.1997987,39.2337649
privbh_3774,private,571.4285714285714,631856693805.6179,110574921.41598313,-6.1993857,39.2337913
privbh_3775,private,142.85714285714286,252943348689.35883,177060344.08255118,-6.1997158,39.2329972
privbh_3776,private,2000.0,75512480247.5957,3775624.012379785,-6.2008883,39.2341438
privbh_3777,private,5000.0,451174199245.5224,9023483.984910447,-6.1744104,39.2278521
privbh_3778,private,1428.5714285714284,301359231460.15076,21095146.202210553,-6.1744902,39.2278202
privbh_3779,private,5000.0,362935193616.5854,7258703.872331707,-6.174933,39.2284501
privbh_378,private,1428.5714285714284,2885188175483.8447,201963172.28386915,-6.1431212,39.2163206
privbh_3780,private,714.2857142857142,297786239684.75006,41690073.55586501,-6.1751063,39.2287691
privbh_3781,private,857.1428571428571,744411515076.648,86848010.09227559,-6.1756874,39.2289885
privbh_3782,private,571.4285714285714,1347532287996.7925,235818150.39943868,-6.1771322,39.2279721
privbh_3783,private,2000.0,1065719522890.7448,53285976.14453724,-6.1764016,39.227773
privbh_3784,private,2000.0,2655606080573.29,132780304.0286645,-6.1739555,39.225935
privbh_3785,private,857.1428571428571,909829604868.0405,106146787.23460473,-6.1735207,39.2248404
privbh_3786,private,714.2857142857142,370935670001.3289,51930993.80018605,-6.1725284,39.2248935
privbh_3787,private,285.7142857142857,584509052951.8892,204578168.53316122,-6.1714181,39.2251778
privbh_3788,private,428.57142857142856,753715962332.8401,175867057.8776627,-6.1722218,39.2253586
privbh_3789,private,5000.0,399959253717.62286,7999185.074352456,-6.0391648,39.2302202
privbh_379,private,1428.5714285714284,416281697316.1697,29139718.81213188,-6.1435994,39.2162544
privbh_3790,private,5000.0,73545119279.56787,1470902.3855913575,-6.0394509,39.2301242
privbh_3792,private,428.57142857142856,479584098111.4971,111902956.226016,-6.0390723,39.2302365
privbh_3793,private,5000.0,1790358297306.4875,35807165.946129754,-6.0395415,39.22925
privbh_3794,private,5000.0,1283446199197.6216,25668923.983952433,-6.0397439,39.228933
privbh_3795,private,285.7142857142857,320431299844.9094,112150954.94571829,-6.042304,39.228559
privbh_3796,private,2000.0,373347067020.57074,18667353.35102854,-6.0424336,39.2256206
privbh_3797,private,5000.0,286597219886.56305,5731944.397731261,-6.0403385,39.2227546
privbh_3798,private,2000.0,150108685416.37927,7505434.270818964,-6.0513073,39.2258921
privbh_3799,private,5000.0,1094274491683.5077,21885489.833670154,-6.0500083,39.2267067
privbh_380,private,2142.8571428571427,284491995081.68097,13276293.10381178,-6.1443424,39.2161652
privbh_3800,private,5000.0,298895653406.1979,5977913.068123957,-6.0474141,39.2286091
privbh_3801,private,571.4285714285714,75899754370.30887,13282457.014804052,-6.0527966,39.2318338
privbh_3802,private,428.57142857142856,286760977451.5076,66910894.738685116,-6.0509427,39.2321372
privbh_3803,private,2000.0,367645683559.8003,18382284.177990012,-6.0515191,39.231271
privbh_3804,private,3000.0,299563941034.51843,9985464.701150615,-6.0516263,39.2307069
privbh_3805,private,2000.0,534012590421.7827,26700629.521089137,-6.0522222,39.2297759
privbh_3806,private,428.57142857142856,669344541448.3079,156180393.00460517,-6.0520717,39.2295716
privbh_3807,private,8000.0,1119098584399.251,13988732.304990638,-6.1734914,39.239595
privbh_3808,private,5000.0,1756889849168.5693,35137796.98337139,-6.1732877,39.2391913
privbh_3809,private,3000.0,1698969146977.554,56632304.8992518,-6.1749493,39.2388171
privbh_381,private,6428.571428571428,5264769439406.564,81896413.5018799,-6.143668,39.2157054
privbh_3810,private,2000.0,2163630054441.3047,108181502.72206524,-6.1759819,39.2380969
privbh_3811,private,5000.0,3456076845278.0693,69121536.90556139,-6.1751457,39.2374514
privbh_3812,private,2000.0,1826144023601.5354,91307201.18007676,-6.1748707,39.2372564
privbh_3813,private,2000.0,2595839986987.839,129791999.34939194,-6.174446,39.2374507
privbh_3814,private,3000.0,2310738812218.045,77024627.07393482,-6.1729738,39.2371747
privbh_3815,private,2000.0,3057908204575.9043,152895410.22879523,-6.1722635,39.2367936
privbh_3816,private,3000.0,2799759803775.812,93325326.79252706,-6.1736647,39.2380344
privbh_3817,private,285.7142857142857,368939529845.55023,129128835.44594257,-6.1959699,39.2343696
privbh_3818,private,857.1428571428571,285598491506.3475,33319824.009073872,-6.1960419,39.2341106
privbh_3819,private,2000.0,216281013604.46198,10814050.680223098,-6.196598,39.2340582
privbh_382,private,3000.0,4989362782970.943,166312092.76569813,-6.1445582,39.2165525
privbh_3820,private,2000.0,514190267895.23364,25709513.39476168,-6.1959199,39.2322512
privbh_3821,private,2000.0,446873715710.1615,22343685.785508074,-6.1970124,39.2321544
privbh_3822,private,571.4285714285714,74878359204.54857,13103712.860795999,-6.1984679,39.2327924
privbh_3823,private,428.57142857142856,11086039358779.92,2586742517.048648,-6.1991472,39.2328443
privbh_3824,private,5000.0,150721017240.39636,3014420.3448079275,-6.200038,39.2332563
privbh_3825,private,2000.0,153919753004.9762,7695987.650248809,-6.2008951,39.2336642
privbh_3826,private,1000.0,146803115541.03265,14680311.554103265,-6.1997288,39.2339457
privbh_3827,private,1000.0,296101920260.73474,29610192.026073474,-6.1988525,39.2339286
privbh_3828,private,1714.2857142857142,303083682578.61676,17679881.483752646,-6.2006295,39.2348016
privbh_3829,private,5000.0,735244479276.297,14704889.58552594,-6.200635,39.2356339
privbh_383,private,5000.0,1611605821458.0576,32232116.429161154,-6.1437769,39.2181684
privbh_3831,private,1000.0,2218615061143.485,221861506.1143485,-6.1898352,39.2369575
privbh_3832,private,10000.0,1862834099798.7742,18628340.99798774,-6.1897711,39.237121
privbh_3833,private,2142.8571428571427,1891317781279.5376,88261496.45971176,-6.1899962,39.2371273
privbh_3834,private,285.7142857142857,1701743511259.85,595610228.9409475,-6.1895676,39.2370425
privbh_3835,private,3000.0,279933723648.51044,9331124.121617015,-6.1890173,39.2385066
privbh_3836,private,3000.0,3274612093315.919,109153736.44386396,-6.1905615,39.2319127
privbh_3837,private,2000.0,2050831620235.4993,102541581.01177497,-6.1903179,39.2318298
privbh_3838,private,5000.0,2178580508924.3213,43571610.17848642,-6.1905969,39.2333322
privbh_3839,private,5000.0,2176310545763.4993,43526210.915269986,-6.1905885,39.2332814
privbh_384,private,5000.0,1560316982731.315,31206339.6546263,-6.1445648,39.2185677
privbh_3840,private,3000.0,3247997039034.513,108266567.96781711,-6.1728347,39.2394436
privbh_3841,private,5000.0,1386096194612.3499,27721923.892247,-6.1730058,39.2389303
privbh_3842,private,2000.0,1959048222998.812,97952411.1499406,-6.1724538,39.2385774
privbh_3843,private,2000.0,2638603487471.52,131930174.373576,-6.1713503,39.2381697
privbh_3844,private,3000.0,147376299332.0495,4912543.311068317,-6.1708063,39.2387515
privbh_3845,private,2000.0,767510030916.3866,38375501.54581933,-6.1711352,39.2385842
privbh_3846,private,3000.0,1351713556708.9229,45057118.55696409,-6.171298,39.2388692
privbh_3847,private,2000.0,883954826528.7836,44197741.32643918,-6.1709782,39.239054
privbh_3848,private,2000.0,730706960126.4846,36535348.00632423,-6.1705805,39.2396089
privbh_3849,private,10000.0,1352208630448.7327,13522086.304487327,-6.1718256,39.2397608
privbh_385,private,2857.142857142857,280314286017.9744,9811000.010629106,-6.1448452,39.2156198
privbh_3850,private,571.4285714285714,1808095851390.2732,316416773.9932978,-6.1907151,39.2369316
privbh_3851,private,2000.0,1235630551432.317,61781527.57161584,-6.1906119,39.2379523
privbh_3852,private,2000.0,947250926327.2931,47362546.31636465,-6.1905799,39.2382115
privbh_3853,private,2000.0,1656826087267.1753,82841304.36335877,-6.191059,39.2341617
privbh_3854,private,2000.0,3448648475212.6626,172432423.76063314,-6.1925282,39.2330555
privbh_3855,private,2000.0,6436772064368.438,321838603.21842194,-6.1934455,39.2331018
privbh_3856,private,2000.0,863492967315.5984,43174648.36577992,-6.1924329,39.2340953
privbh_3857,private,2000.0,4990994016072.413,249549700.80362067,-6.193114,39.2326257
privbh_3858,private,2000.0,1335816733838.7148,66790836.69193574,-6.194035,39.2316575
privbh_3859,private,2000.0,420638545617.5656,21031927.280878283,-6.1933754,39.2314197
privbh_386,private,5000.0,1164313654494.4175,23286273.08988835,-6.1449361,39.2150145
privbh_3860,private,2000.0,1064957270036.4048,53247863.50182024,-6.1932357,39.2314935
privbh_3861,private,2000.0,1808007568788.9895,90400378.43944947,-6.1924142,39.2314146
privbh_3862,private,2000.0,3255410877166.3315,162770543.8583166,-6.1919353,39.2315821
privbh_3863,private,2000.0,2008932575892.7285,100446628.79463643,-6.1913157,39.2308203
privbh_3864,private,2000.0,4222233991753.953,211111699.58769765,-6.1911866,39.2313848
privbh_3865,private,2000.0,4616032194840.616,230801609.7420308,-6.1908919,39.2320143
privbh_3866,private,2000.0,4829968781099.133,241498439.05495661,-6.1907939,39.2314976
privbh_3867,private,714.2857142857142,1113630450953.665,155908263.13351312,-6.1919945,39.2325457
privbh_3868,private,5000.0,4677285456577.425,93545709.1315485,-6.1902683,39.235585
privbh_3869,private,5000.0,3727311516474.645,74546230.3294929,-6.1901889,39.2346571
privbh_387,private,857.1428571428571,2698417632126.0933,314815390.4147109,-6.1453524,39.2164787
privbh_3870,private,857.1428571428571,1995043500509.0198,232755075.05938563,-6.1901042,39.2333068
privbh_3871,private,3000.0,725432722889.7045,24181090.76299015,-6.1887446,39.2363061
privbh_3872,private,3000.0,1205597533634.8564,40186584.454495214,-6.1877531,39.2358265
privbh_3873,private,10000.0,471829036087.0885,4718290.360870885,-6.1858283,39.2368032
privbh_3874,private,2000.0,3223273095659.4478,161163654.7829724,-6.1929487,39.2372757
privbh_3875,private,857.1428571428571,2546131534275.07,297048678.9987582,-6.1931681,39.2370672
privbh_3876,private,1714.2857142857142,2747757100022.7393,160285830.83465979,-6.1932448,39.2352679
privbh_3877,private,285.7142857142857,1940285252125.7275,679099838.2440046,-6.1926577,39.2353996
privbh_3878,private,5000.0,834900117925.1843,16698002.358503688,-6.1979505,39.2410442
privbh_3879,private,714.2857142857142,3395381013214.1807,475353341.8499853,-6.1946894,39.2397375
privbh_388,private,3000.0,2125375597537.0334,70845853.25123444,-6.1458881,39.2168012
privbh_3880,private,428.57142857142856,677973793291.5879,158193885.1013705,-6.1876688,39.2350892
privbh_3881,private,2000.0,2334188159896.771,116709407.99483855,-6.1859812,39.235325
privbh_3882,private,2000.0,659235189697.9083,32961759.484895416,-6.1885402,39.2363597
privbh_3883,private,5000.0,627093532870.7133,12541870.657414265,-6.1861306,39.236887
privbh_3884,private,2000.0,404727193475.3628,20236359.67376814,-6.1860849,39.2368317
privbh_3885,private,2000.0,3553681455237.9756,177684072.7618988,-6.1924024,39.2372006
privbh_3886,private,2000.0,2925638941488.781,146281947.07443905,-6.1926851,39.2369284
privbh_3887,private,3000.0,3146396778833.1694,104879892.62777232,-6.1931192,39.2368363
privbh_3888,private,2000.0,1616052775653.3599,80802638.782668,-6.1926845,39.2356484
privbh_3889,private,285.7142857142857,2220993334412.5947,777347667.0444081,-6.1919446,39.238665
privbh_389,private,2000.0,5021334652805.107,251066732.64025536,-6.1445147,39.2166405
privbh_3891,private,2000.0,1481331445534.4497,74066572.27672249,-6.1979807,39.240369
privbh_3892,private,2000.0,1075616840541.0952,53780842.027054764,-6.1975986,39.2404168
privbh_3893,private,11428.571428571428,898074662628.0995,7858153.297995871,-6.0823351,39.266007
privbh_3895,private,5000.0,224084309895.46924,4481686.197909385,-6.0950044,39.2649204
privbh_3896,private,2000.0,431783718811.9656,21589185.94059828,-6.0977574,39.2647104
privbh_3897,private,3000.0,751457685521.7292,25048589.517390974,-6.1727549,39.2484745
privbh_3898,private,5000.0,1495252071714.2866,29905041.43428573,-6.1735671,39.2495159
privbh_3899,private,2000.0,518882595992.3004,25944129.799615018,-6.173313,39.2502473
privbh_390,private,5000.0,569342540287.4866,11386850.805749731,-6.1438847,39.218334
privbh_3901,private,5000.0,489243490982.46747,9784869.81964935,-6.1721307,39.2479808
privbh_3902,private,2000.0,2026511253209.5225,101325562.66047612,-6.1712777,39.2474964
privbh_3903,private,2000.0,2707272114981.4277,135363605.7490714,-6.1711366,39.2465362
privbh_3904,private,2000.0,439469248090.40137,21973462.40452007,-6.1708165,39.2456277
privbh_3905,private,2000.0,430909628863.5021,21545481.443175104,-6.1706929,39.245632
privbh_3906,private,5000.0,1558663328513.2375,31173266.57026475,-6.1892188,39.2316878
privbh_3907,private,1142.857142857143,4345899934842.5625,380266244.29872423,-6.1889625,39.2319116
privbh_3908,private,3000.0,971828242813.9521,32394274.760465074,-6.1891877,39.2315066
privbh_3909,private,2000.0,454752427697.10986,22737621.384855494,-6.1891999,39.2311328
privbh_391,private,10000.0,2263426758877.3086,22634267.588773087,-6.1445848,39.2185322
privbh_3910,private,5000.0,746849170466.2108,14936983.409324218,-6.1893875,39.2310971
privbh_3911,private,5000.0,747387947009.7095,14947758.94019419,-6.1895799,39.231076
privbh_3912,private,2000.0,1510307206872.521,75515360.34362605,-6.1897713,39.2312848
privbh_3913,private,2000.0,1473502259151.9624,73675112.95759812,-6.1897843,39.2317183
privbh_3914,private,2000.0,1654480914554.2656,82724045.72771329,-6.1898643,39.2315506
privbh_3915,private,2000.0,1967639404691.5173,98381970.23457587,-6.1902558,39.2318338
privbh_3916,private,2000.0,2041473508769.073,102073675.43845364,-6.1901956,39.2316355
privbh_3917,private,2000.0,2837841328370.4272,141892066.41852134,-6.1904528,39.2313982
privbh_3918,private,2000.0,2711524258622.681,135576212.93113405,-6.1903823,39.2311119
privbh_3919,private,2000.0,2697514119046.7017,134875705.95233506,-6.190356,39.2310791
privbh_392,private,3000.0,1416810675630.7722,47227022.52102574,-6.1471925,39.2168645
privbh_3920,private,2000.0,4549298077278.688,227464903.86393443,-6.1906873,39.2314812
privbh_3921,private,7000.0,3166455770186.585,45235082.43123693,-6.1909439,39.2347451
privbh_3922,private,2000.0,2039990256814.4407,101999512.84072204,-6.1906237,39.2338019
privbh_3923,private,3000.0,3052973478034.35,101765782.601145,-6.193591,39.2327221
privbh_3924,private,2000.0,1588342328678.9453,79417116.43394727,-6.1924637,39.231883
privbh_3925,private,2000.0,1163328671882.315,58166433.59411575,-6.1909994,39.2306006
privbh_3926,private,2000.0,2892594883532.139,144629744.17660695,-6.191368,39.2318085
privbh_3927,private,2000.0,750330727412.5013,37516536.370625064,-6.1916471,39.2319692
privbh_3928,private,2000.0,2316521706928.01,115826085.3464005,-6.1890113,39.235966
privbh_3929,private,2000.0,2103041146246.5579,105152057.31232789,-6.1890968,39.235116
privbh_393,private,5000.0,2027593400003.1777,40551868.00006355,-6.1468897,39.2177504
privbh_3930,private,428.57142857142856,2896542368597.4546,675859886.0060728,-6.1923429,39.2369421
privbh_3931,private,714.2857142857142,1413853927754.8176,197939549.88567448,-6.1720956,39.2454436
privbh_3932,private,1428.5714285714284,970803032667.9973,67956212.28675982,-6.1730264,39.2435975
privbh_3933,private,2142.8571428571427,5265811924186.092,245737889.79535097,-6.1734003,39.2434117
privbh_3934,private,428.57142857142856,831502674801.5049,194017290.78701782,-6.1730346,39.242888
privbh_3935,private,2142.8571428571427,1343315043573.988,62688035.36678611,-6.1734673,39.2425423
